,QuestionText_nchars,VerfiedBuyersWithLanguage,NonEmployeeAnswersWithinWeek
43210,133,2,1
43211,136,4,0
43212,27,0,0
43213,134,230,1
43214,123,271,2
43215,100,129,1
43216,186,3036,2
43217,199,2,0
43218,66,11,1
43219,34,0,0
43220,35,26,0
43221,145,38,0
43222,45,2,1
43223,399,118,1
43224,95,0,1
43225,63,39,0
43226,63,5,0
43227,70,16,1
43228,289,109,1
43229,27,0,0
43230,80,23,2
43231,62,72,1
43232,79,33,0
43233,90,591,3
43234,150,56,1
43235,181,109,1
43236,69,24,1
43237,183,64,0
43238,52,50,0
43239,109,829,3
43240,67,5,1
43241,201,1273,1
43242,88,3,0
43243,33,0,0
43244,82,0,0
43245,40,0,0
43246,64,47,0
43247,143,4670,1
43248,87,597,1
43249,405,29,1
43250,107,329,0
43251,52,3,1
43252,175,32,0
43253,181,8,0
43254,22,0,0
43255,198,34,1
43256,64,762,1
43257,116,441,1
43258,19,121,1
43259,40,614,0
43260,90,10,0
43261,45,89,1
43262,61,379,1
43263,78,187,1
43264,35,172,1
43265,139,629,1
43266,47,150,1
43267,124,53,0
43268,172,0,0
43269,88,51,1
43270,38,1,0
43271,33,0,0
43272,149,1,0
43273,33,180,1
43274,43,36,1
43275,107,1,0
43276,122,4,0
43277,78,112,1
43278,334,1014,1
43279,99,363,1
43280,30,5059,1
43281,97,13,0
43282,48,245,1
43283,175,517,3
43284,163,158,1
43285,56,1,0
43286,38,0,0
43287,60,99,1
43288,460,116,0
43289,105,236,1
43290,228,142,1
43291,38,11,1
43292,187,1,0
43293,17,83,0
43294,48,2,0
43295,204,2262,2
43296,52,14099,1
43297,38,393,1
43298,36,78,1
43299,188,123,1
43300,40,591,1
43301,33,12,0
43302,111,23,1
43303,69,35,0
43304,42,4,0
43305,70,962,1
43306,79,2,0
43307,51,137,3
43308,87,2197,1
43309,145,38,0
43310,104,2124,0
43311,153,1018,2
43312,198,92,2
43313,103,0,0
43314,37,160,1
43315,33,1,0
43316,66,643,1
43317,12,0,0
43318,145,2,0
43319,59,8,0
43320,58,8,0
43321,171,0,0
43322,67,3,0
43323,60,1944,1
43324,175,94,1
43325,38,345,1
43326,87,24,3
43327,48,18,0
43328,173,31,0
43329,74,0,0
43330,43,7,1
43331,201,95,1
43332,143,1,0
43333,201,178,1
43334,56,93,1
43335,43,0,0
43336,68,317,1
43337,105,331,1
43338,89,13,0
43339,63,22,0
43340,120,3391,1
43341,113,20,1
43342,139,16,0
43343,39,0,0
43344,68,30,0
43345,74,0,0
43346,100,38,1
43347,60,69,1
43349,64,43,0
43350,45,0,0
43351,32,0,0
43354,450,1,0
43355,103,236,1
43356,209,619,2
43357,98,122,0
43358,95,797,1
43359,53,2,0
43360,53,324,2
43361,110,801,1
43362,80,233,1
43363,38,1,0
43364,42,26,1
43365,97,6,0
43366,70,4,0
43367,11,112,1
43368,116,170,1
43369,43,47,0
43370,24,19,0
43373,37,43,2
43374,124,8,1
43376,58,11,0
43377,58,80,1
43378,53,177,1
43379,61,8,1
43380,92,93,2
43381,194,5,1
43382,57,61,1
43383,47,22,1
43384,25,35,1
43385,156,91,1
43386,196,7,0
43387,47,701,1
43388,195,872,3
43389,39,13,0
43390,164,14414,1
43391,83,282,1
43392,161,239,2
43393,58,3,0
43394,190,1387,0
43395,159,276,1
43396,68,118,1
43397,62,0,0
43398,38,57,0
43399,70,125,0
43400,29,0,0
43401,33,36,0
43403,301,110,1
43404,58,187,1
43405,179,44,2
43406,46,0,0
43407,111,43,0
43408,39,0,0
43410,78,4,0
43411,75,1,0
43412,47,17,0
43413,147,101,0
43414,52,48,0
43415,167,503,1
43417,32,4,0
43418,106,0,0
43419,169,1037,0
43420,127,45,1
43421,26,77,1
43422,13,159,0
43423,40,161,0
43424,200,3,0
43425,33,0,0
43426,120,8,0
43427,58,6,0
43428,85,92,0
43429,29,0,0
43430,65,1,0
43431,41,0,0
43432,89,2919,1
43433,33,4,0
43434,34,26,0
43435,25,3,0
43436,126,9,1
43437,67,53,2
43438,67,22,0
43439,46,39,0
43440,66,230,1
43441,49,18,0
43442,54,666,1
43443,80,45,0
43444,83,208,2
43445,87,393,1
43446,207,14154,1
43447,34,4,0
43448,29,36,0
43449,38,437,1
43450,125,22,1
43451,54,2,0
43452,347,124,2
43453,85,3288,0
43454,65,57,1
43455,89,7,1
43456,38,35,0
43457,446,99,2
43458,43,2,0
43459,48,1,1
43460,38,0,0
43461,28,86,1
43462,128,242,1
43463,78,1,0
43464,84,1675,1
43465,162,153,2
43466,122,17,0
43467,64,41,0
43468,90,64,0
43469,48,88,0
43470,57,2176,1
43471,309,388,1
43472,70,151,2
43473,55,239,1
43474,105,581,1
43475,168,2565,2
43476,193,11,1
43477,57,8,1
43478,231,1136,1
43479,119,225,1
43480,120,17,0
43481,88,3,0
43482,24,151,0
43483,89,42,1
43484,58,19,0
43485,177,32,1
43486,31,25,0
43487,53,0,0
43488,66,45,0
43489,43,156,0
43490,55,1,0
43491,45,301,2
43492,47,196,1
43493,88,134,2
43494,144,12,0
43496,150,43,0
43497,129,91,1
43498,138,10,0
43499,63,10,1
43500,179,445,1
43501,94,352,1
43502,200,4,3
43503,53,8,0
43504,26,17,1
43505,64,155,0
43506,49,16,0
43507,94,5,0
43508,84,130,1
43509,155,1520,2
43510,155,1022,2
43511,50,0,0
43512,154,312,1
43513,85,118,2
43514,169,49,2
43515,134,231,2
43516,201,118,1
43517,135,16,1
43518,22,30,1
43519,58,200,1
43520,124,40,2
43521,140,13,1
43522,202,0,0
43523,40,22,0
43524,97,98,1
43525,39,77,2
43526,169,537,1
43527,50,6,0
43528,51,43,1
43529,95,1234,1
43530,54,9,0
43531,196,55,0
43532,39,2,1
43533,192,136,1
43534,23,28,1
43535,137,145,2
43536,54,49,0
43537,90,165,2
43538,48,1,0
43539,30,3,0
43540,124,691,0
43541,51,31,1
43542,51,3,0
43543,94,72,0
43544,97,165,1
43545,78,0,0
43546,95,66,2
43547,125,61,1
43548,142,6,0
43549,205,198,1
43550,67,0,0
43551,176,0,0
43552,107,30,1
43553,203,124,1
43554,103,56,1
43555,98,1,1
43556,103,318,0
43557,90,733,1
43558,111,78,1
43559,94,12,1
43560,95,424,0
43561,59,275,1
43562,186,1980,1
43563,105,741,1
43564,69,12,0
43565,55,213,1
43566,107,72,1
43567,52,5,0
43568,83,72,1
43569,128,158,4
43570,58,241,2
43571,55,0,0
43572,103,10884,1
43573,142,108,1
43574,113,8,0
43575,25,18,1
43576,216,12,1
43577,91,836,1
43578,139,148,1
43579,41,0,1
43580,31,2,0
43581,151,67,1
43582,79,100,1
43583,88,0,0
43584,106,234,1
43585,63,40,1
43586,136,5,1
43587,136,162,1
43588,200,752,1
43589,297,225,2
43590,343,8,0
43591,81,670,2
43592,57,51,1
43593,58,0,0
43594,68,44,1
43595,70,134,1
43596,37,148,1
43597,48,11,2
43599,126,3,0
43600,108,4,0
43601,166,17,1
43602,51,2,1
43603,42,419,1
43604,31,4409,1
43605,45,144,2
43606,170,159,0
43607,82,2563,0
43608,31,53,1
43609,36,55,0
43610,301,160,1
43611,61,9,1
43612,27,0,0
43613,85,316,1
43614,112,12,0
43615,32,18,2
43616,67,2024,1
43617,88,30,0
43618,25,67,0
43619,86,6,0
43620,104,3329,0
43621,56,2,0
43622,176,189,2
43623,45,9,0
43624,48,36,1
43625,72,724,0
43626,121,1,0
43627,174,397,1
43628,99,12,0
43629,108,16,1
43630,106,2448,0
43631,35,463,2
43632,121,0,0
43633,34,51,1
43634,78,27,1
43635,77,11,0
43636,201,0,0
43637,59,87,0
43638,100,306,1
43639,180,538,1
43640,70,4,0
43641,71,0,0
43642,127,232,1
43643,64,390,1
43644,402,9,1
43645,49,365,1
43646,130,620,1
43647,47,27,1
43648,156,2713,1
43649,51,4,0
43650,132,385,0
43651,196,7,1
43652,193,357,1
43653,74,91,1
43654,163,9,0
43655,79,7,1
43656,184,0,0
43657,54,0,0
43658,61,210,1
43659,40,0,0
43660,123,100,1
43662,155,207,2
43663,20,46,1
43664,87,0,0
43665,103,0,0
43666,29,0,0
43667,109,170,2
43668,67,0,0
43669,200,62,1
43670,103,234,1
43671,148,53,1
43672,22,0,0
43673,168,1,2
43674,59,5,0
43675,61,1,0
43676,59,158,1
43677,99,3,0
43678,21,0,1
43679,70,400,1
43680,168,1194,1
43681,44,34,1
43682,185,1019,1
43683,138,0,0
43684,136,1,0
43685,56,12,0
43686,91,7,0
43687,27,20,1
43688,54,184,0
43689,34,3,0
43690,160,276,2
43691,53,4,0
43692,133,48,0
43693,38,5,0
43694,77,18,0
43696,35,77,1
43697,118,101,1
43698,71,3,0
43699,67,1,0
43700,54,2,0
43701,90,1,0
43702,98,312,2
43703,69,6,0
43704,45,147,1
43705,69,2,0
43706,124,335,1
43707,128,134,1
43708,56,42,1
43709,197,392,1
43710,169,220,1
43711,78,220,1
43712,37,18,0
43713,134,49,0
43714,49,5,0
43715,47,7202,1
43716,25,154,0
43717,177,3,0
43718,89,158,1
43719,33,967,1
43720,239,775,1
43721,28,0,0
43722,56,604,1
43723,159,14,0
43724,147,349,3
43725,88,2598,0
43726,109,0,0
43727,219,0,2
43728,71,0,0
43729,130,5,0
43730,44,723,1
43731,199,7,3
43732,89,7,0
43733,58,14,2
43734,53,10,1
43735,52,34,0
43736,108,339,1
43737,63,1638,1
43738,131,270,1
43739,92,13,0
43740,99,12,1
43742,72,1103,2
43743,183,106,1
43744,58,539,0
43745,63,36,1
43746,193,1,0
43747,101,16,1
43748,89,184,0
43749,50,82,1
43750,148,602,2
43751,97,27,3
43753,26,251,1
43754,71,11,0
43755,197,287,1
43756,64,422,1
43757,146,101,2
43758,89,37,0
43759,194,62,0
43760,105,53,1
43761,97,94,2
43762,22,820,2
43763,49,1,0
43764,43,7,0
43765,161,159,0
43766,110,168,1
43767,77,32,1
43768,105,606,1
43769,250,81,1
43770,26,605,1
43771,114,602,2
43772,6,1,0
43773,68,272,1
43774,176,8,0
43775,155,313,1
43776,102,820,1
43777,60,160,1
43778,115,16,0
43779,141,337,1
43780,112,88,0
43781,46,5,0
43782,158,53,1
43783,69,1570,0
43784,171,1,0
43785,170,4,1
43786,104,4,0
43787,202,44,0
43788,75,129,0
43789,53,62,1
43790,196,37,0
43791,62,0,0
43792,48,31,1
43793,148,2347,1
43794,113,32,0
43795,8,1,0
43796,23,0,0
43797,200,2,0
43798,20,377,1
43799,114,742,3
43800,37,186,1
43801,197,66,1
43802,27,0,0
43803,108,39,0
43804,207,616,1
43805,71,16,1
43806,75,113,1
43807,105,36,1
43808,115,29,0
43809,88,26,1
43810,77,328,0
43811,31,24,0
43812,49,225,2
43813,113,22,1
43814,117,0,0
43815,109,92,2
43816,130,99,1
43817,64,1184,1
43818,90,386,2
43819,81,11,0
43820,42,1,0
43821,139,0,0
43822,137,19,0
43823,70,5167,1
43824,123,0,0
43825,44,16,0
43826,39,39,1
43827,158,208,1
43828,105,330,1
43829,62,48,1
43830,198,300,1
43831,78,34,0
43832,51,0,0
43833,50,0,0
43834,46,2,0
43835,50,6,1
43836,40,0,0
43837,88,10,0
43838,79,165,1
43839,89,515,0
43840,117,0,0
43841,35,4,0
43842,158,9,0
43843,41,26,1
43844,86,927,0
43845,47,73,0
43846,63,95,4
43847,40,0,0
43848,60,15,0
43849,41,194,1
43850,56,274,0
43851,82,234,1
43852,59,221,1
43853,107,12,0
43854,71,1338,2
43855,71,153,1
43856,92,21,0
43857,202,8,0
43858,68,8,0
43859,16,1,0
43860,178,192,1
43861,98,160,0
43862,141,21,1
43863,180,6,1
43864,43,31,0
43865,51,0,0
43866,94,116,1
43867,113,300,1
43868,80,43,0
43869,159,785,1
43870,100,25,1
43871,39,139,1
43872,54,15,0
43873,31,7,1
43874,73,4,0
43875,133,2458,0
43876,499,1,1
43877,22,0,0
43878,55,4,0
43879,136,982,2
43880,149,12,1
43881,38,55,1
43882,150,3,0
43883,132,1,1
43884,53,9,0
43885,98,155,1
43886,193,109,0
43887,87,15,0
43888,183,6,0
43889,50,408,1
43890,70,699,1
43891,183,56,1
43892,316,1,0
43893,43,0,0
43894,128,416,2
43895,141,33,0
43896,32,2124,1
43897,170,199,2
43898,150,797,2
43899,125,14,1
43900,80,0,0
43901,190,130,0
43902,38,9,3
43903,46,8,2
43904,51,5,1
43905,52,196,1
43906,120,5,0
43907,40,16,1
43908,40,0,0
43909,26,80,1
43910,106,0,0
43911,194,2,1
43912,45,7,0
43913,85,0,0
43914,88,214,0
43915,98,28,1
43916,121,2,0
43917,90,2,0
43918,51,73,0
43919,165,35,0
43920,42,80,0
43921,88,13,1
43922,189,1963,1
43923,77,14,2
43924,55,4,0
43925,109,203,1
43926,57,0,0
43927,129,254,0
43928,75,5,0
43929,103,0,0
43930,103,0,0
43931,51,664,1
43932,103,9,0
43933,42,21,0
43934,67,25,2
43935,54,7,0
43936,50,0,0
43937,226,38,1
43938,39,1410,2
43939,78,1,0
43940,67,705,1
43941,48,0,0
43942,111,9,1
43945,113,184,0
43946,198,262,2
43947,139,1,0
43948,68,55,1
43949,104,0,0
43950,218,1286,1
43951,196,86,1
43952,100,20,0
43953,255,418,1
43954,185,0,0
43955,62,1,0
43956,35,100,2
43957,196,13,2
43958,122,16,1
43959,180,64,1
43960,72,74,2
43961,55,27,1
43962,38,602,1
43963,71,0,0
43964,61,78,0
43965,61,156,1
43966,22,4,0
43967,79,2,0
43968,112,14,0
43969,100,10,1
43970,171,0,0
43971,56,58,1
43972,211,1491,1
43973,89,9,0
43974,324,100,0
43975,7,0,0
43976,312,53,1
43977,14,16,0
43978,171,0,0
43979,76,1,0
43980,96,2,0
43981,73,1,0
43982,62,29,1
43983,74,97,2
43984,87,2686,1
43985,46,0,1
43986,188,113,0
43987,72,66,2
43988,180,0,1
43989,32,23,0
43990,194,9,1
43991,78,565,1
43992,178,2,0
43993,52,0,0
43994,68,1436,2
43995,162,31,3
43996,42,8,0
43997,107,191,0
43998,197,34,0
43999,100,2,0
44000,126,222,1
44001,63,107,0
44002,51,466,1
44003,117,273,1
44004,194,811,1
44005,44,318,0
44006,493,301,3
44007,71,201,1
44008,196,120,1
44009,139,0,0
44010,138,74,0
44011,114,431,1
44012,37,1,0
44013,148,116,2
44014,57,106,2
44015,23,0,0
44016,32,390,1
44017,185,440,1
44018,54,476,1
44019,61,4,1
44020,55,1414,1
44021,46,601,2
44022,322,1672,1
44023,40,54,0
44024,56,59,0
44025,38,0,0
44026,162,58,2
44027,44,95,1
44028,44,645,1
44029,40,70,1
44030,51,22,2
44031,65,280,0
44032,20,335,1
44033,228,20,1
44034,80,8,1
44035,110,210,2
44036,60,2556,1
44037,171,141,1
44038,304,548,1
44040,37,35,1
44042,48,2170,1
44043,93,360,1
44044,291,300,1
44045,116,748,1
44046,64,11,0
44047,46,2,0
44048,105,829,1
44049,121,125,2
44050,25,6,1
44051,81,1,0
44053,68,106,1
44054,93,1054,1
44055,54,8,1
44056,90,0,0
44057,90,20,0
44058,62,401,1
44059,188,938,2
44060,127,33,1
44061,72,39,0
44062,35,21,1
44063,27,0,0
44064,228,1414,2
44065,120,0,0
44066,40,4,1
44067,29,0,0
44068,32,6,1
44069,132,55,1
44070,131,86,0
44071,79,609,1
44072,64,0,0
44073,74,2,0
44074,385,9,0
44075,65,0,0
44076,78,2,0
44077,32,93,2
44078,121,12,1
44079,41,407,0
44080,66,222,1
44081,198,639,2
44082,97,43,0
44083,29,159,2
44084,62,2,1
44085,94,5,0
44086,39,377,1
44087,35,16,0
44088,42,173,0
44089,121,10,1
44090,102,71,1
44091,158,45,0
44092,154,0,1
44093,174,6,1
44094,66,31,0
44095,154,11,0
44096,62,0,0
44097,31,0,0
44098,34,56,0
44099,111,116,1
44100,48,12,0
44101,66,7,1
44102,41,1,0
44103,39,56,0
44104,81,53,0
44105,30,0,0
44106,55,162,1
44107,163,229,1
44108,202,690,2
44109,158,2,0
44110,99,0,0
44111,24,0,0
44112,220,1194,0
44113,71,0,0
44114,139,1,1
44115,162,1,0
44116,25,217,1
44117,128,51,1
44118,85,71,1
44119,27,1,0
44120,80,65,0
44121,111,325,1
44122,147,27,2
44123,43,61,1
44124,37,243,1
44125,87,0,0
44126,75,275,2
44127,93,3,0
44128,67,10,0
44130,78,6,0
44131,74,391,1
44132,66,77,1
44133,81,2,0
44134,40,441,0
44135,113,1196,2
44136,46,107,2
44137,151,12,1
44138,134,265,1
44139,155,324,2
44140,25,3,1
44141,28,1,0
44142,98,69,1
44143,117,201,1
44144,113,1338,1
44145,118,1045,2
44146,68,57,3
44147,47,14,0
44148,47,30,1
44149,159,193,1
44150,49,7,2
44151,146,8,0
44152,48,2258,2
44153,49,0,0
44154,194,28,1
44155,51,1,0
44156,74,35,1
44157,98,130,0
44158,58,0,0
44159,41,0,0
44160,105,0,0
44161,81,2,0
44162,19,0,0
44163,126,0,0
44164,87,0,0
44165,59,0,0
44166,75,0,0
44167,188,6,0
44168,76,6,0
44169,194,143,1
44170,52,65,1
44171,87,541,2
44172,151,6930,0
44173,64,33,3
44174,103,0,1
44175,198,9,1
44177,55,27,1
44178,74,159,1
44179,134,991,0
44180,62,0,0
44181,95,15,0
44182,136,37,0
44183,166,26,0
44184,81,0,0
44185,61,359,1
44186,20,0,0
44187,108,23,1
44188,41,45,0
44189,55,134,0
44190,559,137,2
44191,83,1568,1
44192,41,18,0
44193,143,17,0
44194,69,0,0
44195,142,3,0
44196,71,37,1
44197,21,1389,2
44198,62,167,0
44199,54,38,0
44200,119,46,2
44201,53,11,0
44202,145,353,1
44203,109,14,1
44204,264,1,0
44205,42,1,1
44206,172,13,1
44207,160,0,0
44208,38,6,0
44209,149,93,1
44210,200,262,2
44211,53,428,1
44212,38,645,1
44213,67,11,1
44214,211,8,0
44215,59,170,3
44216,136,5641,1
44217,53,0,0
44218,90,0,0
44219,200,18,0
44220,47,0,0
44221,165,376,1
44222,44,0,1
44223,45,0,0
44224,32,1739,1
44225,135,1,0
44226,31,0,0
44228,33,4,1
44229,43,169,1
44230,65,212,1
44231,316,254,2
44232,72,12,1
44233,199,4,0
44234,188,167,1
44235,63,99,1
44236,57,18,0
44237,132,14,1
44238,40,38,0
44239,102,176,2
44240,46,0,0
44241,89,6,1
44242,68,64,1
44243,234,67,1
44244,22,78,1
44245,80,0,0
44246,31,49,1
44247,125,43,0
44248,57,176,1
44249,42,64,1
44250,49,462,2
44251,119,125,2
44252,39,7,0
44253,64,5,1
44254,186,59,0
44255,129,394,1
44256,40,5,0
44257,63,210,2
44258,90,746,6
44259,50,1,0
44260,269,44,0
44261,64,19,1
44262,218,761,0
44263,44,656,1
44264,41,1351,1
44265,85,19,0
44266,39,69,0
44267,47,13,0
44268,52,439,1
44269,46,127,2
44270,106,90,1
44271,107,4725,1
44272,48,88,0
44273,247,33,1
44274,55,98,0
44275,165,850,1
44276,33,19,0
44277,87,15,0
44278,224,20,0
44279,55,126,1
44280,132,690,0
44281,118,44,1
44282,198,492,1
44283,40,252,1
44284,63,129,1
44285,31,15,1
44286,48,1,0
44287,212,3658,1
44288,71,72,1
44289,204,1830,1
44290,178,1,0
44291,37,156,0
44292,36,47,2
44293,71,4,0
44294,120,0,0
44295,124,1,1
44296,42,53,1
44297,67,604,1
44298,143,4360,1
44299,79,9,0
44300,45,35,0
44301,192,7,0
44302,107,141,0
44303,114,2819,1
44304,53,84,2
44305,50,3,1
44306,123,33,1
44307,53,476,2
44308,45,215,0
44309,182,100,1
44310,36,70,3
44311,63,88,1
44312,134,198,1
44313,187,123,2
44314,41,28,0
44315,92,1410,3
44316,125,6505,1
44317,48,92,0
44318,54,188,1
44319,33,81,1
44320,201,4,0
44321,100,21,0
44322,74,1,0
44323,394,153,1
44324,109,0,0
44325,182,629,1
44326,139,31,1
44327,60,13,0
44328,75,4,1
44329,138,4,0
44330,45,5,0
44331,187,660,0
44333,76,36,1
44334,147,1,0
44335,225,23,2
44336,149,62,1
44337,59,664,1
44338,89,10,0
44339,46,45,1
44342,56,0,0
44343,494,113,0
44344,116,83,1
44345,179,693,1
44346,200,187,1
44347,32,19,0
44348,100,320,2
44349,81,9,1
44350,100,320,1
44351,144,2,0
44352,181,811,0
44353,43,66,0
44354,47,3,1
44355,130,2,0
44356,47,0,0
44357,128,229,0
44358,168,37,1
44359,46,64,0
44360,215,209,3
44361,75,39,0
44362,33,38,0
44363,131,2,1
44364,94,48,0
44365,43,4,0
44366,50,2,0
44367,54,0,0
44368,86,0,0
44369,43,0,0
44370,81,6239,1
44371,112,132,0
44372,71,87,1
44373,185,0,0
44374,16,0,0
44375,17,0,0
44376,24,1,0
44377,26,17,0
44378,315,2729,1
44379,358,1349,1
44380,91,348,2
44381,43,83,1
44382,67,0,1
44383,200,337,1
44384,88,29,1
44385,53,90,1
44386,183,495,3
44387,100,122,0
44388,273,418,2
44389,142,608,1
44390,73,102,1
44391,38,6,1
44392,33,3,0
44393,49,1734,1
44394,100,61,0
44395,411,175,1
44396,169,6335,1
44397,142,1,0
44398,168,248,1
44399,195,2,0
44400,130,2214,1
44401,227,2,1
44402,227,25,0
44403,47,1,0
44404,193,1316,1
44405,36,0,0
44406,97,1,0
44407,48,1470,1
44408,88,701,2
44409,88,216,1
44410,76,63,1
44411,153,41,1
44412,200,202,1
44413,40,29,3
44414,69,960,1
44415,90,41,1
44416,14,0,0
44417,7,0,0
44418,7,0,0
44419,151,188,1
44420,284,8,0
44421,44,129,2
44422,54,7,1
44423,137,0,0
44424,48,0,0
44425,36,10,0
44426,230,32,1
44427,19,0,0
44428,52,6,0
44430,122,6,0
44431,95,7,0
44432,173,3722,1
44433,87,300,1
44434,179,10,0
44435,60,69,1
44436,23,0,0
44437,80,23,1
44438,66,1,0
44439,72,1,0
44440,52,56,0
44441,87,0,0
44442,69,100,1
44443,88,1,0
44444,43,7,0
44445,43,13,1
44446,80,11,0
44447,127,90,0
44448,81,1,0
44449,26,16,0
44450,47,1,0
44451,32,30,0
44452,30,2,0
44453,127,35,0
44454,68,4,0
44455,60,33,0
44456,45,3,0
44457,53,154,1
44458,41,10,0
44459,194,68,0
44460,65,478,0
44461,189,0,1
44462,70,275,2
44463,51,293,2
44464,103,69,1
44465,188,7381,1
44466,99,0,0
44467,100,0,0
44468,290,12,0
44469,51,2,0
44470,43,3,0
44471,105,8,0
44472,190,559,0
44473,12,39,0
44474,46,0,0
44475,42,76,1
44476,109,8,0
44477,249,1854,1
44478,122,1,0
44479,56,28,1
44480,146,2142,1
44481,197,12,1
44482,86,3,1
44483,180,26,0
44484,113,135,0
44485,120,7,0
44486,64,15,0
44487,201,268,1
44488,39,6,0
44489,90,7,0
44490,67,97,1
44491,200,15,0
44492,328,126,0
44493,157,299,1
44494,80,295,2
44495,18,36,1
44496,143,4,0
44497,145,1139,1
44498,66,435,1
44499,141,2,0
44500,32,0,0
44501,40,358,2
44502,24,35,0
44503,86,0,0
44504,193,308,1
44505,131,7052,0
44506,47,0,0
44507,118,32,0
44508,71,0,0
44509,201,0,1
44510,38,94,1
44511,54,26,0
44512,119,1,0
44513,91,617,0
44514,77,245,1
44515,76,259,4
44516,214,87,2
44517,86,3,1
44518,178,55,1
44519,88,385,1
44520,154,0,0
44521,163,39,1
44522,134,1,0
44523,30,1,0
44524,40,3,0
44525,77,176,1
44526,91,44,1
44527,58,9,0
44528,197,147,1
44529,38,341,1
44530,72,92,1
44531,78,3823,1
44532,78,18,0
44533,66,0,0
44534,22,64,0
44535,63,438,1
44536,62,136,1
44537,94,118,2
44538,185,977,2
44539,87,399,1
44540,87,186,1
44541,49,111,0
44542,68,32,1
44543,133,10,0
44544,32,307,1
44545,180,6,1
44546,45,2,0
44547,91,806,1
44548,40,1,0
44549,76,298,1
44550,190,44,1
44551,83,21,2
44552,31,5,1
44553,28,0,0
44554,79,12,0
44555,167,59,0
44556,35,0,0
44557,22,1,1
44558,69,1,0
44559,166,0,0
44560,200,23,1
44561,46,22,0
44562,64,322,1
44563,80,3197,1
44564,26,184,0
44565,65,65,1
44566,147,8,0
44567,165,6,0
44568,177,325,2
44569,193,448,1
44570,209,189,1
44571,82,40,0
44572,64,194,1
44573,97,177,0
44574,93,1190,1
44575,355,239,2
44576,41,124,2
44577,199,63,2
44578,102,138,0
44579,33,6,0
44580,161,102,2
44581,118,132,1
44582,162,336,2
44583,114,0,0
44584,186,65,1
44585,128,0,0
44586,85,1,0
44587,49,298,1
44588,33,18,0
44589,45,0,0
44590,62,3,0
44592,102,0,0
44593,123,0,0
44594,24,23,0
44595,81,0,0
44596,78,11,0
44597,74,249,2
44598,44,0,0
44599,120,0,0
44600,194,197,1
44601,56,34,0
44602,40,0,0
44603,44,3,0
44604,125,126,1
44605,69,2,0
44606,100,119,1
44607,147,9,0
44608,192,3,0
44609,83,5,1
44610,63,0,0
44611,47,1,0
44612,125,4,0
44613,28,369,1
44614,424,284,1
44615,43,34,0
44616,160,10,1
44617,46,11,0
44618,182,339,1
44619,97,34,0
44620,138,128,1
44621,100,1,0
44622,70,0,0
44623,33,0,0
44624,78,101,1
44625,96,154,2
44626,109,8,0
44627,86,8,0
44628,56,3,0
44629,70,1908,1
44630,45,4,0
44631,191,736,1
44632,94,539,0
44633,186,564,1
44634,39,14,0
44635,198,105,0
44636,108,83,0
44637,84,0,0
44638,90,305,1
44639,65,0,0
44640,47,2,0
44641,67,175,0
44642,202,13,1
44643,102,210,1
44644,191,0,0
44645,40,41,0
44646,169,1,0
44647,125,44,1
44648,49,25,0
44649,55,2173,1
44650,147,0,1
44651,78,0,0
44652,81,195,1
44653,41,28,1
44654,96,8,0
44655,19,50,0
44656,107,1,0
44657,35,0,0
44658,67,254,0
44659,100,724,1
44660,199,35,1
44661,155,1077,1
44662,45,254,1
44663,113,0,0
44664,30,0,0
44665,127,8,0
44666,74,0,0
44667,42,21,0
44668,64,1,0
44669,33,12,0
44670,96,0,0
44671,166,154,1
44672,53,20,0
44673,77,341,2
44674,35,162,2
44675,40,9,0
44676,198,10,0
44677,56,0,0
44678,55,118,0
44679,79,3,0
44680,19,1,0
44681,42,5,1
44682,82,59,1
44683,66,62,1
44684,25,0,0
44685,157,2834,1
44686,154,23,0
44687,89,2,0
44688,49,497,1
44689,49,497,1
44690,85,42,0
44691,27,9,1
44692,55,3,0
44693,195,868,2
44694,35,1573,1
44695,183,50,3
44696,123,10727,2
44697,123,85,1
44698,103,69,1
44699,174,2,0
44700,37,8,1
44701,118,38,0
44702,224,1,0
44703,122,0,0
44704,43,11285,1
44705,14,69,1
44706,124,6,1
44707,23,69,2
44708,87,387,4
44709,40,31,1
44710,36,66,2
44711,120,1,0
44712,156,31,1
44713,108,0,0
44714,130,0,0
44715,90,2,0
44716,190,71,2
44717,79,478,1
44718,39,9,0
44719,26,55,0
44720,69,128,2
44721,76,175,1
44722,75,0,0
44723,47,74,1
44724,125,10,1
44725,48,74,1
44726,101,10,0
44727,73,10,1
44728,79,0,0
44729,102,7,0
44730,104,30,1
44731,60,42,0
44732,93,0,0
44733,183,1,0
44734,137,113,1
44735,24,54,0
44736,84,73,1
44737,56,23,0
44738,51,198,0
44739,86,141,2
44740,196,282,0
44741,88,38,0
44742,80,138,0
44743,35,2,0
44744,77,1,0
44745,111,0,0
44746,208,146,1
44747,145,0,0
44748,107,12,0
44749,257,67,1
44750,128,7,1
44751,200,169,1
44752,45,36,0
44753,69,89,1
44754,130,80,1
44755,65,3,0
44756,71,47,1
44757,66,0,0
44758,97,104,0
44759,148,27,1
44760,121,1,0
44761,36,54,0
44762,26,3219,1
44763,312,929,2
44764,93,12,0
44765,138,7,1
44766,172,3,1
44767,41,3,1
44768,37,46,0
44769,102,2,0
44770,82,0,0
44771,169,3,0
44772,155,38,0
44773,25,1,0
44774,40,4,1
44775,73,151,1
44776,150,0,0
